,loss,accuracy,val_loss,val_accuracy
0,0.9579839110374451,0.4453999996185303,0.9834834337234497,0.4440000057220459
1,0.9055368900299072,0.4650000035762787,0.9225940704345703,0.4620000123977661
2,0.8317317366600037,0.5338000059127808,0.8633292317390442,0.5130000114440918
3,0.8015895485877991,0.5497999787330627,0.9528854489326477,0.5270000100135803
4,0.7815567255020142,0.5820000171661377,0.8367082476615906,0.5770000219345093
5,0.77224200963974,0.5925999879837036,0.8949708938598633,0.5669999718666077
6,0.740884006023407,0.6230000257492065,0.6904320120811462,0.6679999828338623
7,0.7046102285385132,0.6601999998092651,0.7389959096908569,0.6589999794960022
8,0.6628957390785217,0.682200014591217,0.6290830373764038,0.7250000238418579
9,0.6153489947319031,0.7031999826431274,0.6304529905319214,0.7080000042915344
10,0.6386597752571106,0.6995992064476013,0.5947427749633789,0.7239999771118164
11,0.6108770966529846,0.7130260467529297,0.6610710024833679,0.7129999995231628
12,0.5783424377441406,0.746999979019165,0.5989471673965454,0.7450000047683716
13,0.5516335368156433,0.7576000094413757,0.6009863018989563,0.7429999709129333
14,0.5337497591972351,0.7653999924659729,0.6187906265258789,0.7490000128746033
15,0.5220927000045776,0.7662000060081482,0.5426316261291504,0.7649999856948853
16,0.5050543546676636,0.7738000154495239,0.6700178384780884,0.7129999995231628
17,0.49487510323524475,0.7896000146865845,0.4875164330005646,0.7919999957084656
18,0.5136557221412659,0.7748000025749207,0.6152253746986389,0.7419999837875366
19,0.4802095592021942,0.7936000227928162,0.7532703280448914,0.6880000233650208
20,0.44250795245170593,0.8181999921798706,0.5778313875198364,0.7649999856948853
21,0.4757815897464752,0.7986000180244446,0.5455932021141052,0.7760000228881836
22,0.42375126481056213,0.8224449157714844,0.5405008792877197,0.7860000133514404
23,0.41118335723876953,0.8228456974029541,0.4518660008907318,0.8180000185966492
24,0.4047125577926636,0.8312625288963318,0.4876542389392853,0.8100000023841858
25,0.42214491963386536,0.824400007724762,0.5258910655975342,0.781000018119812
26,0.4153228998184204,0.8253999948501587,0.5882983803749084,0.7730000019073486
27,0.3884672224521637,0.8348000049591064,0.48493361473083496,0.8050000071525574
28,0.3840618133544922,0.8390781283378601,0.6836578249931335,0.7379999756813049
29,0.3680689036846161,0.8529999852180481,0.3929365575313568,0.847000002861023
30,0.3579677939414978,0.8555999994277954,0.6080740690231323,0.7639999985694885
31,0.3357669413089752,0.8603206276893616,0.441100537776947,0.8069999814033508
32,0.36167481541633606,0.8483999967575073,0.38615474104881287,0.8460000157356262
33,0.34448912739753723,0.8582000136375427,0.42708873748779297,0.8320000171661377
34,0.3245110511779785,0.866599977016449,0.41246479749679565,0.8539999723434448
35,0.3241851329803467,0.8686000108718872,0.5078654289245605,0.8190000057220459
36,0.3387061357498169,0.8623999953269958,0.523796796798706,0.7900000214576721
37,0.32819288969039917,0.8641999959945679,0.3744117021560669,0.8610000014305115
38,0.29815658926963806,0.8823999762535095,0.38206011056900024,0.8429999947547913
39,0.27330824732780457,0.8881999850273132,0.40193960070610046,0.8460000157356262
40,0.28635671734809875,0.8859999775886536,0.3876636326313019,0.8510000109672546
41,0.28531765937805176,0.8866000175476074,0.36296024918556213,0.8659999966621399
42,0.276350200176239,0.888376772403717,0.4335663914680481,0.8339999914169312
43,0.2830716669559479,0.8835999965667725,0.32717496156692505,0.8669999837875366
44,0.3145518898963928,0.8705410957336426,0.44329190254211426,0.8320000171661377
45,0.27512723207473755,0.8898000121116638,0.34364330768585205,0.8619999885559082
46,0.24732966721057892,0.90420001745224,0.4528525471687317,0.8339999914169312
47,0.28238844871520996,0.8884000182151794,0.435090571641922,0.8270000219345093
48,0.25146517157554626,0.901199996471405,0.43963202834129333,0.843999981880188
49,0.2620760202407837,0.8916000127792358,0.4220430254936218,0.8289999961853027
50,0.24199089407920837,0.9088000059127808,0.36032184958457947,0.8629999756813049
