,loss,accuracy,val_loss,val_accuracy
0,0.9636149406433105,0.435671329498291,0.9489943981170654,0.44699999690055847
1,0.8746517300605774,0.5045999884605408,0.8294742107391357,0.5789999961853027
2,0.8112713098526001,0.5641999840736389,0.9026166796684265,0.5690000057220459
3,0.7849921584129333,0.5907999873161316,0.8165237903594971,0.5770000219345093
4,0.7520701885223389,0.6092000007629395,0.7505683302879333,0.6200000047683716
5,0.7175473570823669,0.6425999999046326,0.8485884070396423,0.6259999871253967
6,0.708089292049408,0.6474949717521667,0.7260133028030396,0.6539999842643738
7,0.6897881627082825,0.670799970626831,0.8738093376159668,0.6150000095367432
8,0.677478015422821,0.6746000051498413,0.7936055660247803,0.6700000166893005
9,0.6416512131690979,0.6973947882652283,0.766217052936554,0.6589999794960022
10,0.6195524334907532,0.7149999737739563,0.6005113124847412,0.7329999804496765
11,0.5968798995018005,0.7215999960899353,0.615170419216156,0.7269999980926514
12,0.5830237865447998,0.7480961680412292,0.6462918519973755,0.699999988079071
13,0.5849543213844299,0.7392785549163818,0.5721462965011597,0.7680000066757202
14,0.5546965599060059,0.7537074089050293,0.7334750890731812,0.7020000219345093
15,0.5325314402580261,0.7605999708175659,0.6991400122642517,0.6880000233650208
16,0.532920777797699,0.7635999917984009,0.5566903948783875,0.7639999985694885
17,0.5144729614257812,0.7795591354370117,0.551649808883667,0.7490000128746033
18,0.49377280473709106,0.786372721195221,0.5798604488372803,0.7630000114440918
19,0.5040320158004761,0.776199996471405,0.631206750869751,0.7239999771118164
20,0.4787563979625702,0.7914000153541565,0.5259265303611755,0.7850000262260437
21,0.4621042311191559,0.8038076162338257,0.5923774838447571,0.7649999856948853
22,0.45787930488586426,0.8077999949455261,0.5285435318946838,0.7760000228881836
23,0.452633798122406,0.8064000010490417,0.4675399661064148,0.796999990940094
24,0.44823530316352844,0.8118236660957336,0.6762845516204834,0.7450000047683716
25,0.4445355534553528,0.8163999915122986,0.5347511768341064,0.7860000133514404
26,0.4335746467113495,0.8155999779701233,0.557336688041687,0.7910000085830688
27,0.43822070956230164,0.8108000159263611,0.5172752141952515,0.7829999923706055
28,0.3959168791770935,0.829859733581543,0.5478238463401794,0.7799999713897705
29,0.4285840392112732,0.8155999779701233,0.45021286606788635,0.8199999928474426
30,0.3954126834869385,0.8330000042915344,0.621860146522522,0.7570000290870667
31,0.4147208631038666,0.8302000164985657,0.4743911623954773,0.8090000152587891
32,0.3836400806903839,0.8370741605758667,0.45384687185287476,0.824999988079071
33,0.4046104848384857,0.8327999711036682,0.5497756004333496,0.7910000085830688
34,0.3705342411994934,0.8490982055664062,0.46293210983276367,0.8209999799728394
35,0.37538594007492065,0.8410000205039978,0.45432019233703613,0.8140000104904175
36,0.36447641253471375,0.8511999845504761,0.40378010272979736,0.8500000238418579
37,0.3658553957939148,0.852400004863739,0.3706364333629608,0.8550000190734863
38,0.3635101020336151,0.8518000245094299,0.5910743474960327,0.7699999809265137
39,0.36109402775764465,0.8511999845504761,0.47648847103118896,0.8240000009536743
40,0.3766714334487915,0.8466933965682983,0.36605340242385864,0.8569999933242798
41,0.3438977897167206,0.8597999811172485,0.4171692728996277,0.8500000238418579
42,0.33948346972465515,0.8637274503707886,0.46838313341140747,0.8220000267028809
43,0.3560602366924286,0.852400004863739,0.5248026251792908,0.7900000214576721
44,0.34910738468170166,0.855110228061676,0.3519289791584015,0.8610000014305115
45,0.3431881070137024,0.8601202368736267,0.5114094018936157,0.7990000247955322
46,0.3203696310520172,0.8741483092308044,0.40026962757110596,0.8450000286102295
47,0.3280317187309265,0.866599977016449,0.43051519989967346,0.8270000219345093
48,0.3347700536251068,0.859000027179718,0.4232771694660187,0.828000009059906
49,0.30656173825263977,0.8790000081062317,0.4028376042842865,0.8579999804496765
50,0.3251067101955414,0.8676000237464905,0.7878881692886353,0.6869999766349792
51,0.3305181562900543,0.8690000176429749,0.363311231136322,0.8659999966621399
52,0.3048474192619324,0.8822000026702881,0.5271767377853394,0.8090000152587891
53,0.31341487169265747,0.8730000257492065,0.36779236793518066,0.8610000014305115
54,0.29548370838165283,0.879800021648407,0.4916364252567291,0.8289999961853027
