,loss,accuracy,val_loss,val_accuracy
0,1.8993889093399048,0.3215999901294708,1.1495836973190308,0.6299999952316284
1,0.8807393312454224,0.7235999703407288,0.6498587131500244,0.7889999747276306
2,0.4967515170574188,0.8514000177383423,0.418289452791214,0.8849999904632568
3,0.329436719417572,0.8998000025749207,0.31595107913017273,0.9160000085830688
4,0.3126314580440521,0.906000018119812,0.3938150405883789,0.8920000195503235
5,0.27602696418762207,0.9182000160217285,0.30357807874679565,0.9120000004768372
6,0.25532495975494385,0.9261999726295471,0.2625320255756378,0.9200000166893005
7,0.23266208171844482,0.930400013923645,0.3254784941673279,0.9010000228881836
8,0.22701123356819153,0.9376000165939331,0.2377651035785675,0.9290000200271606
9,0.1918523758649826,0.9401999711990356,0.22307227551937103,0.9440000057220459
10,0.18304015696048737,0.9477999806404114,0.18584981560707092,0.9539999961853027
11,0.20107658207416534,0.9394000172615051,0.1901230365037918,0.9440000057220459
12,0.17271621525287628,0.9484000205993652,0.1777348518371582,0.9549999833106995
13,0.17431987822055817,0.9527999758720398,0.2580994963645935,0.9290000200271606
14,0.1690286099910736,0.9503999948501587,0.17304201424121857,0.9539999961853027
15,0.15953058004379272,0.9538000226020813,0.2018631547689438,0.9459999799728394
16,0.1658671647310257,0.9509999752044678,0.2519870102405548,0.9359999895095825
17,0.15874862670898438,0.9571999907493591,0.16784094274044037,0.953000009059906
18,0.14305712282657623,0.9585999846458435,0.16399696469306946,0.9539999961853027
19,0.1265905648469925,0.9635999798774719,0.14715397357940674,0.9620000123977661
20,0.1380450278520584,0.9606000185012817,0.14664435386657715,0.9589999914169312
21,0.131723552942276,0.965399980545044,0.13643601536750793,0.9580000042915344
22,0.12310567498207092,0.9610000252723694,0.14030766487121582,0.9620000123977661
23,0.13953274488449097,0.9607999920845032,0.14796939492225647,0.9570000171661377
24,0.12882491946220398,0.9628000259399414,0.15027357637882233,0.9639999866485596
