,loss,accuracy,val_loss,val_accuracy
0,1.7399110794067383,0.4325999915599823,1.2812373638153076,0.5770000219345093
1,0.9227019548416138,0.6935999989509583,0.6485355496406555,0.7950000166893005
2,0.5428391098976135,0.8356000185012817,0.4496276080608368,0.8700000047683716
3,0.3894940912723541,0.8787999749183655,0.3296542763710022,0.8980000019073486
4,0.3256171643733978,0.9014000296592712,0.28126317262649536,0.9179999828338623
5,0.2863941788673401,0.9164000153541565,0.25682902336120605,0.9319999814033508
6,0.27058038115501404,0.9190000295639038,0.24801898002624512,0.9290000200271606
7,0.24398887157440186,0.932200014591217,0.23937666416168213,0.9419999718666077
8,0.21976955235004425,0.9350000023841858,0.20580339431762695,0.9449999928474426
9,0.19585289061069489,0.942799985408783,0.21045014262199402,0.9380000233650208
10,0.2080671191215515,0.9351999759674072,0.17917868494987488,0.9459999799728394
11,0.18693934381008148,0.9476000070571899,0.19570061564445496,0.9480000138282776
12,0.19055227935314178,0.946399986743927,0.16190364956855774,0.9459999799728394
13,0.1654263287782669,0.951200008392334,0.13648511469364166,0.9629999995231628
14,0.16131073236465454,0.9520000219345093,0.14140716195106506,0.9520000219345093
15,0.1809360533952713,0.9490000009536743,0.2626228928565979,0.9309999942779541
16,0.17806971073150635,0.9472000002861023,0.16713015735149384,0.9509999752044678
17,0.1520123928785324,0.9602000117301941,0.09800644218921661,0.9729999899864197
18,0.15607286989688873,0.9557999968528748,0.13565851747989655,0.9559999704360962
19,0.16456344723701477,0.95660001039505,0.14907193183898926,0.9470000267028809
20,0.1404966115951538,0.9589999914169312,0.13513056933879852,0.9629999995231628
21,0.12155451625585556,0.9656000137329102,0.13240282237529755,0.968999981880188
22,0.15337567031383514,0.9567999839782715,0.13302047550678253,0.9639999866485596
23,0.13368988037109375,0.9635999798774719,0.13878460228443146,0.9660000205039978
24,0.1319742351770401,0.9639999866485596,0.16367922723293304,0.9599999785423279
25,0.15152257680892944,0.9575999975204468,0.13601499795913696,0.9599999785423279
26,0.12352553755044937,0.9679999947547913,0.1432119756937027,0.9549999833106995
27,0.12981095910072327,0.9638000130653381,0.10611717402935028,0.9750000238418579
28,0.14148512482643127,0.9610000252723694,0.13828852772712708,0.9520000219345093
29,0.12944543361663818,0.9646000266075134,0.11567407101392746,0.9670000076293945
30,0.10788097232580185,0.9685999751091003,0.10854543000459671,0.968999981880188
31,0.12036833167076111,0.9631999731063843,0.1377502828836441,0.9589999914169312
32,0.10833117365837097,0.9675999879837036,0.12712988257408142,0.9700000286102295
33,0.13225699961185455,0.9631999731063843,0.11491819471120834,0.9679999947547913
34,0.11963249742984772,0.9661999940872192,0.11300254613161087,0.968999981880188
35,0.11683421581983566,0.9652000069618225,0.12646432220935822,0.9660000205039978
36,0.1186053454875946,0.9664000272750854,0.10095970332622528,0.9760000109672546
37,0.10921070724725723,0.9706000089645386,0.12800580263137817,0.9649999737739563
38,0.09807976335287094,0.9714000225067139,0.09796492010354996,0.9710000157356262
39,0.10980536788702011,0.9696000218391418,0.1292606145143509,0.9629999995231628
40,0.10499555617570877,0.9710000157356262,0.13532771170139313,0.9679999947547913
41,0.10156460106372833,0.9696000218391418,0.10173501074314117,0.9739999771118164
42,0.11647786945104599,0.9652000069618225,0.0940234512090683,0.9800000190734863
43,0.09300743788480759,0.9747999906539917,0.09048914909362793,0.9729999899864197
44,0.11779849976301193,0.965399980545044,0.12774553894996643,0.9670000076293945
45,0.105059914290905,0.9715999960899353,0.08830350637435913,0.9729999899864197
46,0.10108612477779388,0.9710000157356262,0.12417630106210709,0.972000002861023
47,0.12662047147750854,0.9684000015258789,0.0971689373254776,0.9729999899864197
48,0.11068260669708252,0.9678000211715698,0.09230871498584747,0.9750000238418579
49,0.11251357197761536,0.9703999757766724,0.13623525202274323,0.9620000123977661
50,0.10548031330108643,0.9718000292778015,0.10438170284032822,0.9739999771118164
51,0.1181274875998497,0.968999981880188,0.11646533012390137,0.968999981880188
52,0.09416824579238892,0.972000002861023,0.17323346436023712,0.9629999995231628
53,0.1126302033662796,0.9670000076293945,0.1105373427271843,0.9679999947547913
54,0.10090845823287964,0.9715999960899353,0.13188335299491882,0.9649999737739563
